method,seed,previous_confidence_threshold,new_confidence_threshold,row_scope,prefix_accuracy_curve,final_accuracy,mean_prefix_accuracy,minimum_prefix_accuracy,normalized_prefix_auc,normalized_prefix_auc_definition,ever_regressed_fraction,ever_recovered_fraction,population_destructive_rate,conditional_regression_rate,population_beneficial_rate,conditional_recovery_rate,correct_to_wrong_count,wrong_to_correct_count,first_correct_timestep_mean,stable_correct_timestep_mean,final_accuracy_change,mean_prefix_accuracy_change,minimum_prefix_accuracy_change,normalized_prefix_auc_change,matched_common_correct_support,candidate_matched_regression_count,raw_matched_regression_count,micro_matched_regression_difference,matched_common_wrong_support,candidate_matched_recovery_count,raw_matched_recovery_count,seed_recovery_preservation_ratio,first_delay_mean,first_delay_median,first_delay_q25,first_delay_q75,first_fraction_delayed,first_fraction_accelerated,first_fraction_unchanged,stable_delay_mean,stable_delay_median,stable_delay_q25,stable_delay_q75,stable_fraction_delayed,stable_fraction_accelerated,stable_fraction_unchanged,macro_matched_regression_difference,overall_keep_rate,keep_count,action_count,keep_rate_W_TO_W,switch_rate_W_TO_W,support_W_TO_W,keep_rate_W_TO_C,switch_rate_W_TO_C,support_W_TO_C,keep_rate_C_TO_W,switch_rate_C_TO_W,support_C_TO_W,keep_rate_C_TO_C,switch_rate_C_TO_C,support_C_TO_C,keep_rate_t1_to_t2,keep_rate_t2_to_t3,keep_rate_t3_to_t4,keep_rate_t4_to_t5,keep_rate_t5_to_t6,keep_rate_t6_to_t7,keep_rate_t7_to_t8,C_TO_W_keep_recall,W_TO_C_false_keep_rate,guardrail_pass,final_accuracy_mean,final_accuracy_sample_std,mean_prefix_accuracy_mean,mean_prefix_accuracy_sample_std,minimum_prefix_accuracy_mean,minimum_prefix_accuracy_sample_std,normalized_prefix_auc_mean,normalized_prefix_auc_sample_std,ever_regressed_fraction_mean,ever_regressed_fraction_sample_std,ever_recovered_fraction_mean,ever_recovered_fraction_sample_std,population_destructive_rate_mean,population_destructive_rate_sample_std,conditional_regression_rate_mean,conditional_regression_rate_sample_std,population_beneficial_rate_mean,population_beneficial_rate_sample_std,conditional_recovery_rate_mean,conditional_recovery_rate_sample_std,correct_to_wrong_count_mean,correct_to_wrong_count_sample_std,wrong_to_correct_count_mean,wrong_to_correct_count_sample_std,first_correct_timestep_mean_mean,first_correct_timestep_mean_sample_std,stable_correct_timestep_mean_mean,stable_correct_timestep_mean_sample_std,final_accuracy_change_mean,final_accuracy_change_sample_std,mean_prefix_accuracy_change_mean,mean_prefix_accuracy_change_sample_std,minimum_prefix_accuracy_change_mean,minimum_prefix_accuracy_change_sample_std,normalized_prefix_auc_change_mean,normalized_prefix_auc_change_sample_std,matched_common_correct_support_mean,matched_common_correct_support_sample_std,candidate_matched_regression_count_mean,candidate_matched_regression_count_sample_std,raw_matched_regression_count_mean,raw_matched_regression_count_sample_std,micro_matched_regression_difference_mean,micro_matched_regression_difference_sample_std,matched_common_wrong_support_mean,matched_common_wrong_support_sample_std,candidate_matched_recovery_count_mean,candidate_matched_recovery_count_sample_std,raw_matched_recovery_count_mean,raw_matched_recovery_count_sample_std,seed_recovery_preservation_ratio_mean,seed_recovery_preservation_ratio_sample_std,first_delay_mean_mean,first_delay_mean_sample_std,first_delay_median_mean,first_delay_median_sample_std,first_delay_q25_mean,first_delay_q25_sample_std,first_delay_q75_mean,first_delay_q75_sample_std,first_fraction_delayed_mean,first_fraction_delayed_sample_std,first_fraction_accelerated_mean,first_fraction_accelerated_sample_std,first_fraction_unchanged_mean,first_fraction_unchanged_sample_std,stable_delay_mean_mean,stable_delay_mean_sample_std,stable_delay_median_mean,stable_delay_median_sample_std,stable_delay_q25_mean,stable_delay_q25_sample_std,stable_delay_q75_mean,stable_delay_q75_sample_std,stable_fraction_delayed_mean,stable_fraction_delayed_sample_std,stable_fraction_accelerated_mean,stable_fraction_accelerated_sample_std,stable_fraction_unchanged_mean,stable_fraction_unchanged_sample_std,macro_matched_regression_difference_mean,macro_matched_regression_difference_sample_std,overall_keep_rate_mean,overall_keep_rate_sample_std,keep_count_mean,keep_count_sample_std,action_count_mean,action_count_sample_std,keep_rate_W_TO_W_mean,keep_rate_W_TO_W_sample_std,switch_rate_W_TO_W_mean,switch_rate_W_TO_W_sample_std,support_W_TO_W_mean,support_W_TO_W_sample_std,keep_rate_W_TO_C_mean,keep_rate_W_TO_C_sample_std,switch_rate_W_TO_C_mean,switch_rate_W_TO_C_sample_std,support_W_TO_C_mean,support_W_TO_C_sample_std,keep_rate_C_TO_W_mean,keep_rate_C_TO_W_sample_std,switch_rate_C_TO_W_mean,switch_rate_C_TO_W_sample_std,support_C_TO_W_mean,support_C_TO_W_sample_std,keep_rate_C_TO_C_mean,keep_rate_C_TO_C_sample_std,switch_rate_C_TO_C_mean,switch_rate_C_TO_C_sample_std,support_C_TO_C_mean,support_C_TO_C_sample_std,keep_rate_t1_to_t2_mean,keep_rate_t1_to_t2_sample_std,keep_rate_t2_to_t3_mean,keep_rate_t2_to_t3_sample_std,keep_rate_t3_to_t4_mean,keep_rate_t3_to_t4_sample_std,keep_rate_t4_to_t5_mean,keep_rate_t4_to_t5_sample_std,keep_rate_t5_to_t6_mean,keep_rate_t5_to_t6_sample_std,keep_rate_t6_to_t7_mean,keep_rate_t6_to_t7_sample_std,keep_rate_t7_to_t8_mean,keep_rate_t7_to_t8_sample_std,C_TO_W_keep_recall_mean,C_TO_W_keep_recall_sample_std,W_TO_C_false_keep_rate_mean,W_TO_C_false_keep_rate_sample_std,pooled_matched_recovery_preservation,regression_improved_seed_count,previous_confidence_threshold_mean,previous_confidence_threshold_sample_std,new_confidence_threshold_mean,new_confidence_threshold_sample_std
confidence_hysteresis,aggregate,0.8,0.5,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,98.88333129882812,0.10016507576464967,93.81333669026692,1.1997118777827465,76.42333475748698,5.6096387279701485,93.81333669026692,1.1997118777827465,0.02070000022649765,0.0026962940770607173,0.2422666698694229,0.05342586869138413,0.30333333333333334,0.03676548218468115,0.3255514484023241,0.03492001827306978,3.5119047619047614,0.7721178578394349,50.66260829381502,1.1738317391304998,212.33333333333334,25.73583752927682,2458.3333333333335,540.4825004876044,1.40252689520518,0.09920112181871595,1.451890269915263,0.09226386221275167,0.0,0.0,-0.034998575846354164,0.003308979613364846,0.0,0.0,-0.034998575846354164,0.003308979613364846,65158.0,959.8312351658493,210.33333333333334,24.8461935381123,214.0,27.730849247724095,-0.005588136566177188,0.0043201488209598194,4805.333333333333,963.7325009219796,2431.0,540.2786318188051,2463.0,540.0287029408714,0.9865178381153342,0.0035053735659056583,0.0036896095455934605,0.0003524902392120393,0.0,0.0,0.0,0.0,0.0,0.0,0.00301880055728058,9.986057689494782e-05,0.0,0.0,0.9969812035560608,9.98686628829637e-05,0.0021235016950716576,0.0007065731360214858,0.0,0.0,0.0,0.0,0.0,0.0,0.002595519103730718,0.0002079798687561803,0.00016857496909021089,0.00021048516286766152,0.997235914071401,0.00020851933691597833,-0.0062954122436495,0.004473187464982689,0.0008999999845400453,4.285713657736778e-05,63.0,3.0,70000.0,0.0,0.011091729936500391,0.0014850476010818332,0.9889082709948221,0.0014850663933713847,2347.0,423.25996739592557,0.013493657733003298,0.0037172687848896096,0.9865063428878784,0.003717287804301758,2490.6666666666665,539.7039311820263,0.01900854241102934,0.011539074628811768,0.9809914628664652,0.011539086263869945,216.66666666666666,28.88482877451991,0.0,0.0,1.0,0.0,64945.666666666664,936.6804862562972,0.0035333333847423396,0.00023094011864491682,0.0013666666733721893,0.00015275249231469764,0.0007666667030813793,0.0003785939077022631,0.00036666666467984516,5.773501285812486e-05,0.00016666666973227015,0.0001527525288328063,9.999999747378752e-05,0.0,0.0,0.0,0.01900854241102934,0.011539074628811768,0.013493657733003298,0.0037172687848896096,0.9870077141697118,3,0.8000000000000002,1.3597399555105182e-16,0.5,0.0
confidence_hysteresis,3,0.8,0.6,seed,"[82.52000427246094, 91.68000030517578, 94.38999938964844, 97.19000244140625, 98.29999542236328, 98.52999877929688, 98.76000213623047, 98.87999725341797]",98.87999725341797,95.03125,82.52000427246094,95.03125,arithmetic mean of prefix accuracy percentages,0.021400000900030136,0.18320000171661377,0.31,0.32810680859428154,2.6471428571428572,47.96790059539218,217,1853,1.3034510612487793,1.3578073978424072,-0.01000213623046875,-0.10250091552734375,0.0,-0.10250091552734375,66100,204,238,-0.05143721633888049,3745,1754,1867,0.9394750937332619,0.012375490739941597,0.0,0.0,0.0,0.009860146790742874,0.0,0.9901398420333862,0.00455097109079361,0.0,0.0,0.0,0.009708737954497337,0.0021237863693386316,0.9881674647331238,-0.05584942731083885,0.0029142857529222965,204,70000,0.025383394211530685,0.9746165871620178,1891,0.06034482643008232,0.9396551847457886,1972,0.14566929638385773,0.8543307185173035,254,0.0,1.0,65883,0.009800000116229057,0.005499999970197678,0.0026000000070780516,0.0010000000474974513,0.000699999975040555,0.000699999975040555,9.999999747378752e-05,0.14566929638385773,0.06034482643008232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,4,0.8,0.6,seed,"[75.2699966430664, 88.9000015258789, 93.04999542236328, 96.38999938964844, 98.04999542236328, 98.52999877929688, 98.80999755859375, 98.76000213623047]",98.76000213623047,93.4699935913086,75.2699966430664,93.4699935913086,arithmetic mean of prefix accuracy percentages,0.01759999990463257,0.25,0.26142857142857145,0.28197226502311246,3.617142857142857,49.64705882352941,183,2532,1.4310309886932373,1.4698258638381958,-0.01999664306640625,-0.17501068115234375,0.0,-0.17501068115234375,64873,170,194,-0.03699536016524594,4935,2391,2543,0.9402280770743217,0.01651228405535221,0.0,0.0,0.0,0.01399516686797142,0.0,0.9860048294067383,0.011848101392388344,0.0,0.0,0.0,0.013670885935425758,0.0010126582346856594,0.9853164553642273,-0.04022284196840403,0.0038714285474270582,271,70000,0.03125,0.96875,2400,0.06222222372889519,0.9377777576446533,2700,0.13270142674446106,0.8672986030578613,211,0.0,1.0,64689,0.011900000274181366,0.007300000172108412,0.003100000089034438,0.0017000000225380063,0.0010000000474974513,0.0013000000035390258,0.0007999999797903001,0.13270142674446106,0.06222222372889519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,5,0.8,0.6,seed,"[71.4800033569336, 87.05000305175781, 91.70999908447266, 96.29000091552734, 97.94999694824219, 98.3499984741211, 98.68000030517578, 98.94999694824219]",98.94999694824219,92.5574951171875,71.4800033569336,92.5574951171875,arithmetic mean of prefix accuracy percentages,0.017999999225139618,0.2897000014781952,0.26,0.2837056320244423,4.184285714285714,50.076936228415114,182,2929,1.5055365562438965,1.5488630533218384,-0.029998779296875,-0.2087554931640625,0.0,-0.2087554931640625,64132,174,192,-0.02806711158236138,5666,2764,2943,0.9391777098199117,0.018522247672080994,0.0,0.0,0.0,0.01671028882265091,0.0,0.9832897186279297,0.014754926785826683,0.0,0.0,0.0,0.016472965478897095,0.000808489159680903,0.9827185273170471,-0.03267617728524764,0.004028571303933859,282,70000,0.028163863345980644,0.9718361496925354,2734,0.05971107631921768,0.9402889013290405,3115,0.09452736377716064,0.9054726362228394,201,0.0,1.0,63950,0.012799999676644802,0.007400000002235174,0.004600000102072954,0.0017999999690800905,0.0008999999845400453,0.00039999998989515007,0.0003000000142492354,0.09452736377716064,0.05971107631921768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,aggregate,0.8,0.6,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,98.8633321126302,0.09608747231532837,93.68624623616536,1.250975503303455,76.42333475748698,5.6096387279701485,93.68624623616536,1.250975503303455,0.01900000000993411,0.002088062036541976,0.240966667731603,0.0538215877339907,0.27714285714285714,0.02846408406453038,0.29792823521394546,0.026149777412906843,3.4828571428571427,0.777320095335406,49.23063188244557,1.1144803153422886,194.0,19.924858845171276,2438.0,544.1240667347843,1.4133395353953044,0.10219773706741304,1.4588321050008137,0.09600110896598882,-0.019999186197916668,0.009998321775775757,-0.16208902994791666,0.05429305314288401,0.0,0.0,-0.16208902994791666,0.05429305314288401,65035.0,993.9512060458501,182.66666666666666,18.58314648635514,208.0,26.0,-0.0388332293621626,0.011792954314818683,4782.0,969.5963077487455,2303.0,510.71812186371454,2451.0,543.8676309544446,0.9396269602091651,0.0005414013411154751,0.015803340822458267,0.0031341036320295026,0.0,0.0,0.0,0.0,0.0,0.0,0.0135218674937884,0.0034495102098022284,0.0,0.0,0.9864781300226847,0.003449501090344422,0.010384666423002878,0.005257034276925028,0.0,0.0,0.0,0.0,0.0,0.0,0.013284196456273397,0.0033986526838479924,0.0013149779212350647,0.000707848558725558,0.9854008158047994,0.002725448083165443,-0.04291614885483017,0.011819065346950815,0.0036047618680944047,0.0006031097832882614,252.33333333333334,42.21768981521056,70000.0,0.0,0.028265752519170444,0.002934629775974372,0.9717342456181844,0.00293462085501093,2341.6666666666665,424.51658781881935,0.06075937549273173,0.001305891849384986,0.9392406145731608,0.0013058950845814153,2595.6666666666665,578.5985943063924,0.12429936230182648,0.026586092846836763,0.8757006525993347,0.026586082148804497,222.0,28.160255680657446,0.0,0.0,1.0,0.0,64840.666666666664,975.384197807886,0.011500000022351742,0.00153948026675287,0.006733333381513755,0.001069267725645808,0.003433333399395148,0.0010408330398492963,0.001500000013038516,0.000435889861642714,0.0008666666690260172,0.0001527525558244577,0.0007999999894915769,0.00045825757855969776,0.0003999999971711077,0.0003605551154110292,0.12429936230182648,0.026586092846836763,0.06075937549273173,0.001305891849384986,0.9396164830681355,3,0.8000000000000002,1.3597399555105182e-16,0.6,0.0
confidence_hysteresis,3,0.8,0.7,seed,"[82.52000427246094, 91.23999786376953, 94.20999908447266, 97.04000091552734, 98.18999481201172, 98.47999572753906, 98.69999694824219, 98.8499984741211]",98.8499984741211,94.90374755859375,82.52000427246094,94.90374755859375,arithmetic mean of prefix accuracy percentages,0.019300000742077827,0.18140000104904175,0.28,0.2967988128047488,2.612857142857143,46.163553760726906,196,1829,1.3129656314849854,1.3624683618545532,-0.04000091552734375,-0.23000335693359375,0.0,-0.23000335693359375,65981,185,231,-0.06971703975386853,3725,1639,1853,0.8845116028062601,0.02375679463148117,0.0,0.0,0.0,0.018522247672080994,0.0,0.9814777374267578,0.011026808060705662,0.0,0.0,0.0,0.018917551264166832,0.0035407182294875383,0.9775417447090149,-0.07591748542659757,0.005614285822957754,393,70000,0.05021141469478607,0.9497885704040527,1892,0.11642511934041977,0.883574903011322,2070,0.22529643774032593,0.7747035622596741,253,0.0,1.0,65785,0.016599999740719795,0.010499999858438969,0.005400000140070915,0.0024999999441206455,0.0017999999690800905,0.0017999999690800905,0.000699999975040555,0.22529643774032593,0.11642511934041977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,4,0.8,0.7,seed,"[75.2699966430664, 88.33000183105469, 92.80999755859375, 96.20000457763672, 98.02999877929688, 98.54999542236328, 98.79999542236328, 98.73999786376953]",98.73999786376953,93.34124755859375,75.2699966430664,93.34124755859375,arithmetic mean of prefix accuracy percentages,0.016499999910593033,0.24899999797344208,0.24428571428571427,0.2638929613111313,3.597142857142857,48.41376658334936,171,2518,1.4419939517974854,1.4773141145706177,-0.04000091552734375,-0.3037567138671875,0.0,-0.3037567138671875,64750,158,192,-0.05250965250965251,4913,2268,2534,0.8950276243093923,0.028398791328072548,0.0,0.0,0.0,0.02457200363278389,0.0,0.9754279851913452,0.020968396216630936,0.0,0.0,0.0,0.024716369807720184,0.0018233386799693108,0.97346031665802,-0.05819218102598591,0.006528571248054504,457,70000,0.0468815416097641,0.9531184434890747,2389,0.10455191880464554,0.8954480886459351,2812,0.22972972691059113,0.7702702879905701,222,0.0,1.0,64577,0.0203000009059906,0.012199999764561653,0.006099999882280827,0.0027000000700354576,0.00139999995008111,0.0017999999690800905,0.0012000000569969416,0.22972972691059113,0.10455191880464554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,5,0.8,0.7,seed,"[71.4800033569336, 86.33999633789062, 91.25999450683594, 95.94000244140625, 97.69999694824219, 98.27999877929688, 98.55999755859375, 98.8699951171875]",98.8699951171875,92.30374908447266,71.4800033569336,92.30374908447266,arithmetic mean of prefix accuracy percentages,0.016699999570846558,0.288100004196167,0.24142857142857144,0.26424416786540744,4.154285714285714,48.11383189940437,169,2908,1.520757794380188,1.5617477893829346,-0.1100006103515625,-0.46250152587890625,0.0,-0.46250152587890625,63919,155,186,-0.048498881396767786,5648,2581,2936,0.8790871934604905,0.037384118884801865,0.0,0.0,0.0,0.03254735842347145,0.0,0.9674526453018188,0.031455446034669876,0.0,0.0,0.0,0.0327703058719635,0.001517143682576716,0.9657125473022461,-0.057009866718285326,0.008171428926289082,572,70000,0.04690362885594368,0.9530963897705078,2729,0.12277526408433914,0.8772247433662415,3315,0.17961165308952332,0.8203883767127991,206,0.0,1.0,63750,0.023900000378489494,0.014100000262260437,0.009100000374019146,0.005100000184029341,0.002300000051036477,0.0015999999595806003,0.0010999999940395355,0.17961165308952332,0.12277526408433914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,aggregate,0.8,0.7,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,98.8199971516927,0.06999914988514398,93.51624806722005,1.3088036139438959,76.42333475748698,5.6096387279701485,93.51624806722005,1.3088036139438959,0.017500000074505806,0.0015620505012547364,0.2395000010728836,0.05398064582544469,0.25523809523809526,0.021491969707422412,0.27497864732709587,0.01889763351891076,3.4547619047619045,0.780515702535677,47.563717414493546,1.2218158194487214,178.66666666666666,15.044378795195678,2418.3333333333335,546.3609917749742,1.425239125887553,0.1049044273785464,1.4671767552693684,0.10002573218533227,-0.06333414713541667,0.04041434264995435,-0.3320871988932292,0.11880998243871954,0.0,0.0,-0.3320871988932292,0.11880998243871954,64883.333333333336,1037.4460628549964,166.0,16.522711641858304,203.0,24.43358344574123,-0.05690852455342962,0.011272316419436327,4762.0,970.3519979883589,2162.6666666666665,479.7523666781992,2441.0,547.4568476144947,0.8862088068587143,0.00810461042301884,0.029846568281451862,0.006928061428447197,0.0,0.0,0.0,0.0,0.0,0.0,0.025213869909445446,0.007034552376308572,0.0,0.0,0.974786122639974,0.007034542837270653,0.021150216770668823,0.010215532604971028,0.0,0.0,0.0,0.0,0.0,0.0,0.025468075647950172,0.006956902960990247,0.002293733530677855,0.0010907185582936462,0.9722382028897604,0.00600854802502267,-0.06370651105695627,0.01059152435075216,0.006771428665767114,0.0012957546089951873,474.0,90.7028114227999,70000.0,0.0,0.04799886172016462,0.0019161589080085805,0.952001134554545,0.0019161684898929448,2336.6666666666665,420.94694835968744,0.11458410074313481,0.009250112994033888,0.8854159116744995,0.009250111511173999,2732.3333333333335,626.3116902416347,0.21154593924681345,0.027744593842739296,0.7884540756543478,0.027744606111010647,227.0,23.895606290697042,0.0,0.0,1.0,0.0,64704.0,1023.4270858248769,0.020266667008399963,0.0036501144762056356,0.012266666628420353,0.0018009258951803791,0.006866666798790296,0.001965536581561596,0.003433333399395148,0.001446835733883997,0.001833333323399226,0.0004509250268199155,0.001733333299246927,0.00011547005932245841,0.001000000008692344,0.0002645751656735326,0.21154593924681345,0.027744593842739296,0.11458410074313481,0.009250112994033888,0.8859756930219855,3,0.8000000000000002,1.3597399555105182e-16,0.6999999999999998,1.3597399555105182e-16
confidence_hysteresis,3,0.8,0.8,seed,"[82.52000427246094, 90.81999969482422, 93.95999908447266, 96.83000183105469, 98.0199966430664, 98.33999633789062, 98.5999984741211, 98.72999572753906]",98.72999572753906,94.72749328613281,82.52000427246094,94.72749328613281,arithmetic mean of prefix accuracy percentages,0.018200000748038292,0.17900000512599945,0.26285714285714284,0.2791727988590329,2.5785714285714287,44.12124175018333,184,1805,1.3197944164276123,1.3665552139282227,-0.160003662109375,-0.40625762939453125,0.0,-0.40625762939453125,65826,171,230,-0.08963023729225535,3699,1513,1842,0.8213897937024973,0.03477121517062187,0.0,0.0,0.0,0.028320902958512306,0.0,0.9716790914535522,0.02086498588323593,0.0,0.0,0.0,0.029271751642227173,0.004557885229587555,0.9661703705787659,-0.09780872898800198,0.008857143111526966,620,70000,0.06869009882211685,0.9313098788261414,1878,0.18436510860919952,0.8156349062919617,2213,0.31086140871047974,0.6891385912895203,267,0.0,1.0,65642,0.023000000044703484,0.016200000420212746,0.008999999612569809,0.004699999932199717,0.004000000189989805,0.003100000089034438,0.0020000000949949026,0.31086140871047974,0.18436510860919952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,4,0.8,0.8,seed,"[75.2699966430664, 87.41000366210938, 92.13999938964844, 95.87000274658203, 97.75, 98.3699951171875, 98.73999786376953, 98.70999908447266]",98.70999908447266,93.03250122070312,75.2699966430664,93.03250122070312,arithmetic mean of prefix accuracy percentages,0.015200000256299973,0.24770000576972961,0.22428571428571428,0.2432034699093796,3.572857142857143,45.93204775022957,157,2501,1.462151050567627,1.49711275100708,-0.06999969482421875,-0.6125030517578125,0.0,-0.6125030517578125,64494,143,183,-0.06202127329674078,4901,2081,2530,0.8225296442687747,0.05140610784292221,0.0,0.0,0.0,0.04152807220816612,0.0,0.958471953868866,0.042865827679634094,0.0,0.0,0.0,0.042359139770269394,0.0022294283844530582,0.955411434173584,-0.06982856092754611,0.011228571645915508,786,70000,0.0702928900718689,0.9297071099281311,2390,0.18134206533432007,0.8186579346656799,3055,0.28959277272224426,0.7104072570800781,221,0.0,1.0,64334,0.03200000151991844,0.020600000396370888,0.010900000110268593,0.006200000178068876,0.003700000001117587,0.003100000089034438,0.002099999925121665,0.28959277272224426,0.18134206533432007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,5,0.8,0.8,seed,"[71.4800033569336, 85.54999542236328, 90.63999938964844, 95.54000091552734, 97.47999572753906, 98.07999420166016, 98.47000122070312, 98.79000091552734]",98.79000091552734,92.00374603271484,71.4800033569336,92.00374603271484,arithmetic mean of prefix accuracy percentages,0.015300000086426735,0.2865999937057495,0.22142857142857142,0.24323645722176887,4.122857142857143,45.98470363288719,155,2886,1.5392374992370605,1.5772851705551147,-0.18999481201171875,-0.7625045776367188,0.0,-0.7625045776367188,63673,142,181,-0.06125045152576445,5634,2404,2929,0.8207579378627518,0.05890659615397453,0.0,0.0,0.0,0.04791204258799553,0.0,0.952087938785553,0.05092639476060867,0.0,0.0,0.0,0.04849650710821152,0.0022273969370871782,0.9492760896682739,-0.07141741773868596,0.012728571891784668,891,70000,0.06417308747768402,0.9358268976211548,2727,0.18681319057941437,0.8131868243217468,3549,0.2548076808452606,0.745192289352417,208,0.0,1.0,63516,0.0348999984562397,0.022700000554323196,0.01360000018030405,0.007499999832361937,0.004800000227987766,0.0031999999191612005,0.002400000113993883,0.2548076808452606,0.18681319057941437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,aggregate,0.8,0.8,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,98.74333190917969,0.041634883794595824,93.25458017985027,1.3753868812800958,76.42333475748698,5.6096387279701485,93.25458017985027,1.3753868812800958,0.016233333696921665,0.0017039173861919386,0.23776666820049286,0.05448341749595829,0.23619047619047617,0.023138153549059695,0.25520424199672714,0.020757385687674726,3.4247619047619047,0.7827220078013639,45.34599771110003,1.060996481306774,165.33333333333334,16.19670748434179,2397.3333333333335,547.9054054609549,1.4403943220774333,0.11132759349853744,1.4803177118301392,0.10636415590183185,-0.1399993896484375,0.06244866071205236,-0.5937550862630209,0.1788619207394726,0.0,0.0,-0.5937550862630209,0.1788619207394726,64664.333333333336,1086.5598618269191,152.0,16.46207763315433,198.0,27.730849247724095,-0.07096732070492019,0.016167154456181367,4744.666666666667,976.9269846479486,1999.3333333333333,451.0790765856175,2433.6666666666665,549.8657411890046,0.821559125278008,0.0008979091179704069,0.048361306389172874,0.012352419427887838,0.0,0.0,0.0,0.0,0.0,0.0,0.03925367258489132,0.009991639416544285,0.0,0.0,0.9607463280359904,0.009991641461955884,0.03821906944115957,0.015560088287611653,0.0,0.0,0.0,0.0,0.0,0.0,0.04004246617356936,0.009819523313122639,0.0030049035170425973,0.0013449219982284856,0.9569526314735413,0.008551938301268304,-0.07968490255141135,0.015715786013410928,0.01093809554974238,0.0019519919241605213,765.6666666666666,136.63942817991202,70000.0,0.0,0.06771869212388992,0.003173439644607739,0.9322812954584757,0.0031734347412705603,2331.6666666666665,427.49541907877017,0.184173454840978,0.0027405932272105203,0.8158265550931295,0.0027405855297937243,2939.0,675.5116579304905,0.2850872874259949,0.028297166823077008,0.7149127125740051,0.02829714850541333,232.0,31.0,0.0,0.0,1.0,0.0,64497.333333333336,1072.3699610364574,0.02996666667362054,0.006205105035091517,0.019833333790302277,0.0033171273263932063,0.011166666634380817,0.002311565396457649,0.0061333333142101765,0.0014011899276256865,0.004166666806365053,0.0005686241689719949,0.003133333365743359,5.773492884260311e-05,0.00216666671137015,0.00020816663779607458,0.2850872874259949,0.028297166823077008,0.184173454840978,0.0027405932272105203,0.8215312970825914,3,0.8000000000000002,1.3597399555105182e-16,0.8000000000000002,1.3597399555105182e-16
